construct,dataset,assessor,target,t,phat_mean,cut_mean
judgment,alfworld,Llama-3.3-70B-Instruct,gemma-3-4b-it,6231,0.8461,0.9998
judgment,alfworld,Llama-3.3-70B-Instruct,gemma-3-4b-it,6262,0.8460,0.9998
judgment,alfworld,Llama-3.3-70B-Instruct,gemma-3-4b-it,6293,0.8461,0.9998
judgment,alfworld,Llama-3.3-70B-Instruct,gemma-3-4b-it,6324,0.8462,0.9998
judgment,alfworld,Llama-3.3-70B-Instruct,gemma-3-4b-it,6355,0.8461,0.9998
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,0,0.6264,0.8283
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,20,0.6264,0.8283
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,40,0.6264,0.8283
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,60,0.6264,0.8283
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,80,0.6264,0.8283
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,100,0.6129,0.6357
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,120,0.6387,0.6391
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,140,0.6492,0.6567
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,160,0.6447,0.6579
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,180,0.6525,0.6678
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,200,0.6437,0.6619
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,220,0.6533,0.6707
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,240,0.6461,0.6637
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,260,0.6397,0.6638
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,280,0.6392,0.6629
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,300,0.6358,0.6489
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,320,0.6325,0.6515
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,340,0.6358,0.6569
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,360,0.6354,0.6541
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,380,0.6357,0.6543
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,400,0.6370,0.6585
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,420,0.6348,0.6607
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,440,0.6321,0.6585
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,460,0.6334,0.6642
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,480,0.6339,0.6639
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,500,0.6377,0.6645
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,520,0.6383,0.6644
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,540,0.6376,0.6645
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,560,0.6348,0.6615
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,580,0.6362,0.6610
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,600,0.6344,0.6585
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,620,0.6352,0.6596
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,640,0.6365,0.6626
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,660,0.6365,0.6639
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,680,0.6370,0.6622
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,700,0.6327,0.6586
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,720,0.6299,0.6573
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,740,0.6274,0.6563
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,760,0.6273,0.6564
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,780,0.6268,0.6528
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,800,0.6237,0.6511
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,820,0.6203,0.6500
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,840,0.6199,0.6478
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,860,0.6190,0.6488
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,880,0.6200,0.6523
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,900,0.6203,0.6516
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,920,0.6185,0.6519
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,940,0.6172,0.6515
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,960,0.6157,0.6516
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,980,0.6171,0.6523
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1000,0.6173,0.6532
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1020,0.6191,0.6509
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1040,0.6175,0.6514
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1060,0.6171,0.6479
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1080,0.6167,0.6493
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1100,0.6159,0.6520
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1120,0.6162,0.6520
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1140,0.6151,0.6519
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1160,0.6135,0.6505
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1180,0.6133,0.6479
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1200,0.6124,0.6477
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1220,0.6107,0.6475
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1240,0.6074,0.6464
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1260,0.6064,0.6458
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1280,0.6052,0.6446
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1300,0.6044,0.6421
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1320,0.6048,0.6395
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1340,0.6037,0.6407
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1360,0.6027,0.6412
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1380,0.6033,0.6414
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1400,0.6012,0.6390
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1420,0.6011,0.6348
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1440,0.5990,0.6344
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1460,0.6004,0.6349
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1480,0.6009,0.6375
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1500,0.6012,0.6384
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1520,0.6018,0.6393
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1540,0.6013,0.6380
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1560,0.5997,0.6362
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1580,0.5996,0.6344
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1600,0.5978,0.6339
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1620,0.5970,0.6315
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1640,0.5974,0.6316
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1660,0.5967,0.6319
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1680,0.5955,0.6323
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1700,0.5955,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1720,0.5953,0.6323
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1740,0.5964,0.6324
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1760,0.5959,0.6308
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1780,0.5966,0.6309
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1800,0.5973,0.6313
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1820,0.5972,0.6313
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1840,0.5979,0.6314
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1860,0.5974,0.6314
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1880,0.5965,0.6293
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1900,0.5960,0.6299
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1920,0.5958,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1940,0.5961,0.6302
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1960,0.5973,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,1980,0.5982,0.6341
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2000,0.5977,0.6326
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2020,0.5971,0.6352
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2040,0.5965,0.6354
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2060,0.5970,0.6336
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2080,0.5980,0.6344
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2100,0.5985,0.6352
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2120,0.5988,0.6363
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2140,0.5988,0.6367
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2160,0.5996,0.6372
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2180,0.5994,0.6351
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2200,0.5993,0.6336
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2220,0.5972,0.6323
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2240,0.5963,0.6320
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2260,0.5962,0.6319
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2280,0.5950,0.6310
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2300,0.5943,0.6307
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2320,0.5949,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2340,0.5951,0.6311
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2360,0.5952,0.6330
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2380,0.5949,0.6330
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2400,0.5947,0.6328
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2420,0.5944,0.6328
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2440,0.5938,0.6322
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2460,0.5932,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2480,0.5930,0.6310
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2500,0.5940,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2520,0.5948,0.6327
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2540,0.5945,0.6328
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2560,0.5943,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2580,0.5933,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2600,0.5925,0.6322
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2620,0.5918,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2640,0.5915,0.6315
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2660,0.5921,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2680,0.5928,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2700,0.5931,0.6311
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2720,0.5928,0.6309
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2740,0.5929,0.6315
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2760,0.5928,0.6314
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2780,0.5930,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2800,0.5937,0.6320
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2820,0.5937,0.6322
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2840,0.5938,0.6318
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2860,0.5934,0.6316
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2880,0.5934,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2900,0.5942,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2920,0.5949,0.6307
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2940,0.5959,0.6308
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2960,0.5963,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,2980,0.5955,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3000,0.5947,0.6318
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3020,0.5946,0.6314
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3040,0.5947,0.6294
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3060,0.5954,0.6296
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3080,0.5957,0.6300
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3100,0.5963,0.6300
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3120,0.5967,0.6302
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3140,0.5972,0.6304
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3160,0.5975,0.6304
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3180,0.5977,0.6306
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3200,0.5982,0.6310
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3220,0.5983,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3240,0.5985,0.6313
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3260,0.5983,0.6314
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3280,0.5980,0.6313
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3300,0.5977,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3320,0.5974,0.6308
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3340,0.5972,0.6302
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3360,0.5974,0.6299
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3380,0.5980,0.6307
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3400,0.5978,0.6308
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3420,0.5966,0.6304
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3440,0.5965,0.6297
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3460,0.5962,0.6308
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3480,0.5967,0.6315
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3500,0.5975,0.6327
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3520,0.5983,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3540,0.5986,0.6317
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3560,0.5984,0.6320
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3580,0.5988,0.6312
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3600,0.5994,0.6310
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3620,0.5995,0.6316
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3640,0.6000,0.6330
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3660,0.5997,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3680,0.5991,0.6319
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3700,0.5992,0.6324
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3720,0.5998,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3740,0.5997,0.6320
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3760,0.6003,0.6326
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3780,0.6003,0.6321
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3800,0.6004,0.6326
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3820,0.6001,0.6325
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3840,0.6001,0.6330
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3860,0.6007,0.6340
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3880,0.6013,0.6337
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3900,0.6022,0.6341
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3920,0.6030,0.6345
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3940,0.6033,0.6351
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3960,0.6035,0.6354
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,3980,0.6035,0.6356
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4000,0.6039,0.6360
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4020,0.6039,0.6356
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4040,0.6036,0.6368
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4060,0.6035,0.6367
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4080,0.6036,0.6386
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4100,0.6035,0.6391
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4120,0.6037,0.6396
judgment,alfworld,Qwen3.6-35B-A3B,Llama-3.3-70B-Instruct,4140,0.6039,0.6396
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,0,0.5716,0.8330
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,29,0.5716,0.8330
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,58,0.5716,0.8330
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,87,0.5716,0.8330
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,116,0.7733,0.7662
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,145,0.7677,0.7611
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,174,0.7722,0.7645
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,203,0.7673,0.7579
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,232,0.7640,0.7561
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,261,0.7709,0.7633
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,290,0.7682,0.7591
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,319,0.7649,0.7579
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,348,0.7694,0.7598
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,377,0.7662,0.7600
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,406,0.7669,0.7602
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,435,0.7645,0.7576
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,464,0.7625,0.7544
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,493,0.7632,0.7594
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,522,0.7640,0.7618
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,551,0.7647,0.7623
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,580,0.7658,0.7649
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,609,0.7671,0.7618
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,638,0.7678,0.7641
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,667,0.7679,0.7653
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,696,0.7676,0.7638
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,725,0.7690,0.7651
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,754,0.7688,0.7613
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,783,0.7697,0.7628
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,812,0.7694,0.7641
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,841,0.7677,0.7612
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,870,0.7677,0.7604
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,899,0.7682,0.7637
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,928,0.7677,0.7636
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,957,0.7665,0.7633
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,986,0.7639,0.7603
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1015,0.7631,0.7607
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1044,0.7642,0.7613
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1073,0.7650,0.7627
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1102,0.7644,0.7627
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1131,0.7645,0.7629
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1160,0.7627,0.7608
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1189,0.7630,0.7607
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1218,0.7611,0.7595
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1247,0.7604,0.7580
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1276,0.7601,0.7586
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1305,0.7605,0.7586
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1334,0.7601,0.7598
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1363,0.7597,0.7587
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1392,0.7601,0.7593
judgment,alfworld,Qwen3.6-35B-A3B,Mistral-7B-Instruct-v0.3,1421,0.7603,0.7597
